Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_34_306,VDD,Metal1,180.8265,152.3030,5.000000
FILLER_34_287,VDD,Metal1,167.7200,152.8800,5.000000
FILLER_34_276,VDD,Metal1,161.5600,152.8800,5.000000
FILLER_34_274,VDD,Metal1,160.7200,152.8800,5.000000
FILLER_34_257,VDD,Metal1,150.9200,152.8800,5.000000
FILLER_34_255,VDD,Metal1,150.0800,152.8800,5.000000
FILLER_34_247,VDD,Metal1,147.7865,152.3030,5.000000
FILLER_34_210,VDD,Metal1,124.6000,152.8800,5.000000
FILLER_34_185,VDD,Metal1,110.6000,152.8800,5.000000
FILLER_34_181,VDD,Metal1,109.5800,152.4475,5.000000
FILLER_34_168,VDD,Metal1,101.0800,152.8800,5.000000
FILLER_34_166,VDD,Metal1,100.2400,152.8800,5.000000
FILLER_34_123,VDD,Metal1,77.1000,152.4475,5.000000
FILLER_34_92,VDD,Metal1,58.5200,152.8800,5.000000
FILLER_34_57,VDD,Metal1,38.9200,152.8800,5.000000
FILLER_34_17,VDD,Metal1,16.5200,152.8800,5.000000
FILLER_34_2,VDD,Metal1,9.3400,152.4475,5.000000
FILLER_33_359,VDD,Metal1,208.0400,145.0400,5.000000
FILLER_33_304,VDD,Metal1,178.4600,145.4725,5.000000
FILLER_33_290,VDD,Metal1,169.6800,145.0400,5.000000
FILLER_33_282,VDD,Metal1,165.2000,145.0400,5.000000
FILLER_33_278,VDD,Metal1,162.9600,145.0400,5.000000
FILLER_33_256,VDD,Metal1,150.3600,145.0400,5.000000
FILLER_33_254,VDD,Metal1,149.5200,145.0400,5.000000
FILLER_33_246,VDD,Metal1,147.2265,145.6165,5.000000
FILLER_33_208,VDD,Metal1,123.7600,145.0400,5.000000
FILLER_33_204,VDD,Metal1,122.4600,145.4725,5.000000
FILLER_33_189,VDD,Metal1,113.1200,145.0400,5.000000
FILLER_33_149,VDD,Metal1,90.4400,145.0400,5.000000
FILLER_33_147,VDD,Metal1,89.6000,145.0400,5.000000
FILLER_33_139,VDD,Metal1,84.8400,145.0400,5.000000
FILLER_33_137,VDD,Metal1,84.0000,145.0400,5.000000
FILLER_33_106,VDD,Metal1,66.6400,145.0400,5.000000
FILLER_33_55,VDD,Metal1,38.0800,145.0400,5.000000
FILLER_33_36,VDD,Metal1,28.3800,145.4725,5.000000
FILLER_32_325,VDD,Metal1,189.2800,145.0400,5.000000
FILLER_32_317,VDD,Metal1,186.9865,144.4630,5.000000
FILLER_32_314,VDD,Metal1,182.8400,145.0400,5.000000
FILLER_32_306,VDD,Metal1,180.8265,144.4630,5.000000
FILLER_32_277,VDD,Metal1,162.1200,145.0400,5.000000
FILLER_32_273,VDD,Metal1,161.1000,144.6075,5.000000
FILLER_32_247,VDD,Metal1,150.1280,144.3480,5.000000
FILLER_32_244,VDD,Metal1,143.6400,145.0400,5.000000
FILLER_32_240,VDD,Metal1,142.6200,144.6075,5.000000
FILLER_32_232,VDD,Metal1,139.3865,144.4630,5.000000
